transaction_id,timestamp,sender_bank,amount,channel,location,device_type,is_fraud
TRX-1035338,2024-01-15 17:06:00,Moniepoint,7145.51,Mobile App,Kano,Web,0
TRX-1035339,2024-01-18 05:41:00,Kuda,18569.11,USSD,Port Harcourt,Android,0
TRX-1035340,2024-01-28 12:51:00,Kuda,462817.17,POS,Kano,iPhone,0
TRX-1035341,2024-01-11 03:33:00,Access,12800.17,Mobile App,Lagos,Web,0
TRX-1035342,2024-01-04 23:41:00,Zenith,110495.52,POS,Lagos,iPhone,0
TRX-1035343,2024-01-01 05:22:00,OPay,7693.73,Mobile App,Kano,Feature Phone,0
TRX-1035344,2024-01-06 07:26:00,Moniepoint,15977.67,Web,Ibadan,Feature Phone,0
TRX-1035345,2024-01-06 16:11:00,Moniepoint,70030.71,USSD,Ibadan,Feature Phone,0
TRX-1035346,2024-01-22 02:07:00,GTBank,16888.83,POS,Enugu,iPhone,0
TRX-1035347,2024-01-24 00:10:00,OPay,9288.8,USSD,Ibadan,Web,0
TRX-1035348,2024-01-12 11:04:00,Moniepoint,10227.79,USSD,Ibadan,Feature Phone,0
TRX-1035349,2024-01-30 00:28:00,Zenith,134578.12,Web,Ibadan,iPhone,0
TRX-1035350,2024-01-27 22:19:00,Moniepoint,2041.73,USSD,Lagos,Android,0
TRX-1035351,2024-01-14 20:23:00,Moniepoint,7578.99,POS,Abuja,Android,0
TRX-1035352,2024-01-03 20:50:00,Kuda,498554.06,Web,Kano,iPhone,0
TRX-1035353,2024-01-30 09:03:00,Kuda,13930.7,Web,Abuja,Web,0
TRX-1035354,2024-01-12 13:49:00,Access,4784.91,Mobile App,Lagos,Web,0
TRX-1035355,2024-01-21 07:55:00,Moniepoint,11480.49,Mobile App,Abuja,Android,0
TRX-1035356,2024-01-30 21:53:00,OPay,18598.17,Mobile App,Ibadan,Web,0
TRX-1035357,2024-01-03 09:50:00,OPay,2157.19,Mobile App,Port Harcourt,Android,0
TRX-1035358,2024-01-04 13:40:00,Zenith,16229.39,Web,Enugu,Feature Phone,0
TRX-1035359,2024-01-12 19:33:00,OPay,64741.0,USSD,Kano,Web,0
TRX-1035360,2024-01-30 14:14:00,Access,7683.04,POS,Ibadan,Web,0
TRX-1035361,2024-01-13 20:55:00,Moniepoint,1556.65,USSD,Enugu,iPhone,0
TRX-1035362,2024-01-11 00:36:00,Moniepoint,92896.97,USSD,Enugu,Web,0
TRX-1035363,2024-01-08 18:12:00,Zenith,12418.19,Web,Lagos,Feature Phone,0
TRX-1035364,2024-01-05 07:59:00,Kuda,5800.35,Web,Enugu,Web,0
TRX-1035365,2024-01-27 06:31:00,OPay,9826.27,Web,Ibadan,Web,0
TRX-1035366,2024-01-04 12:34:00,Moniepoint,16176.21,Mobile App,Port Harcourt,iPhone,0
TRX-1035367,2024-01-30 16:17:00,Access,18177.62,POS,Lagos,Web,0
TRX-1035368,2024-01-28 23:31:00,Moniepoint,1703.98,USSD,Abuja,iPhone,0
TRX-1035369,2024-01-22 10:44:00,OPay,452884.09,Web,Lagos,Android,0
TRX-1035370,2024-01-18 00:17:00,Moniepoint,360320.46,POS,Lagos,iPhone,0
TRX-1035371,2024-01-02 10:58:00,Kuda,14983.48,Mobile App,Abuja,Feature Phone,0
TRX-1035372,2024-01-13 11:37:00,Zenith,10056.94,USSD,Abuja,Android,0
TRX-1035373,2024-01-06 11:59:00,Access,12502.46,USSD,Lagos,iPhone,0
TRX-1035374,2024-01-01 07:48:00,Moniepoint,10965.43,USSD,Abuja,Web,0
TRX-1035375,2024-01-12 18:31:00,Access,8955.72,Mobile App,Abuja,Feature Phone,0
TRX-1035376,2024-01-08 06:27:00,Moniepoint,15726.94,USSD,Enugu,Android,0
TRX-1035377,2024-01-05 10:31:00,Access,7745.84,POS,Abuja,Android,0
TRX-1035378,2024-01-03 01:38:00,Moniepoint,18262.64,Web,Lagos,Feature Phone,0
TRX-1035379,2024-01-28 12:33:00,Access,14393.13,Mobile App,Ibadan,Feature Phone,0
TRX-1035380,2024-01-27 14:44:00,Access,4024.74,Mobile App,Port Harcourt,Android,0
TRX-1035381,2024-01-19 07:35:00,Moniepoint,14314.64,POS,Kano,Web,0
TRX-1035382,2024-01-14 12:09:00,Access,13428.9,Mobile App,Abuja,Android,0
TRX-1035383,2024-01-06 20:02:00,OPay,7452.49,USSD,Ibadan,Web,0
TRX-1035384,2024-01-21 18:37:00,Access,17938.13,Mobile App,Ibadan,iPhone,0
TRX-1035385,2024-01-12 06:35:00,Moniepoint,11216.3,USSD,Ibadan,Web,0
TRX-1035386,2024-01-06 13:43:00,OPay,16132.24,POS,Ibadan,Android,0
TRX-1035387,2024-01-20 13:08:00,GTBank,5297.2,Mobile App,Enugu,iPhone,0
TRX-1035388,2024-01-23 13:25:00,OPay,12661.71,USSD,Lagos,Web,0
TRX-1035389,2024-01-13 12:13:00,OPay,15250.89,USSD,Abuja,Feature Phone,0
TRX-1035390,2024-01-29 04:52:00,GTBank,18980.66,USSD,Enugu,iPhone,0
TRX-1035391,2024-01-19 07:19:00,Zenith,112910.82,Web,Port Harcourt,Android,0
TRX-1035392,2024-01-29 00:45:00,GTBank,14167.76,Mobile App,Lagos,Android,0
TRX-1035393,2024-01-02 23:39:00,Kuda,19939.4,Mobile App,Kano,Android,0
TRX-1035394,2024-01-18 18:31:00,OPay,13292.76,Mobile App,Port Harcourt,iPhone,0
TRX-1035395,2024-01-26 07:29:00,Zenith,689.55,USSD,Lagos,Web,0
TRX-1035396,2024-01-26 15:24:00,Moniepoint,13435.7,POS,Ibadan,Web,0
TRX-1035397,2024-01-30 15:06:00,Kuda,4444.09,Web,Lagos,Android,0
TRX-1035398,2024-01-06 05:37:00,Moniepoint,17459.58,USSD,Kano,iPhone,0
TRX-1035399,2024-01-05 15:48:00,OPay,19902.65,POS,Ibadan,Web,0
TRX-1035400,2024-01-29 15:33:00,Zenith,1159.96,POS,Enugu,Android,0
TRX-1035401,2024-01-29 15:24:00,Access,296589.12,USSD,Enugu,Web,0
TRX-1035402,2024-01-23 23:30:00,Access,2363.77,POS,Port Harcourt,Android,0
TRX-1035403,2024-01-03 22:54:00,Access,2205.82,Web,Port Harcourt,iPhone,0
TRX-1035404,2024-01-18 07:52:00,Moniepoint,7520.95,USSD,Enugu,Web,0
TRX-1035405,2024-01-23 20:26:00,GTBank,16269.96,USSD,Ibadan,Web,0
TRX-1035406,2024-01-10 09:01:00,Kuda,580.9,POS,Kano,Android,0
TRX-1035407,2024-01-21 12:21:00,Moniepoint,15723.54,Web,Enugu,Feature Phone,0
TRX-1035408,2024-01-26 14:45:00,Zenith,17751.62,POS,Port Harcourt,Android,0
TRX-1035409,2024-01-18 14:46:00,OPay,4981.63,POS,Ibadan,iPhone,0
TRX-1035410,2024-01-17 09:16:00,GTBank,12313.32,Web,Abuja,Feature Phone,0
TRX-1035411,2024-01-25 02:37:00,Moniepoint,6783.16,Mobile App,Ibadan,Web,0
TRX-1035412,2024-01-11 20:15:00,Zenith,6409.21,Web,Ibadan,iPhone,0
TRX-1035413,2024-01-25 23:18:00,Moniepoint,3719.69,USSD,Kano,Android,0
TRX-1035414,2024-01-06 22:04:00,GTBank,167882.04,Web,Kano,Android,0
TRX-1035415,2024-01-04 21:44:00,Access,5555.21,POS,Port Harcourt,Android,0
TRX-1035416,2024-01-20 16:05:00,GTBank,17215.67,Mobile App,Enugu,iPhone,0
TRX-1035417,2024-01-04 16:42:00,Access,15221.52,Mobile App,Kano,Feature Phone,0
TRX-1035418,2024-01-18 21:31:00,GTBank,437198.39,Web,Kano,Feature Phone,0
TRX-1035419,2024-01-13 00:09:00,OPay,1788.28,POS,Lagos,Feature Phone,0
TRX-1035420,2024-01-22 11:08:00,GTBank,16167.45,POS,Enugu,Feature Phone,0
TRX-1035421,2024-01-16 15:35:00,Access,2321.07,USSD,Abuja,Android,0
TRX-1035422,2024-01-07 23:25:00,Zenith,16546.64,POS,Abuja,Feature Phone,0
TRX-1035423,2024-01-13 00:17:00,GTBank,6773.5,Mobile App,Port Harcourt,Web,0
TRX-1035424,2024-01-01 10:14:00,Zenith,7980.27,Mobile App,Abuja,Feature Phone,0
TRX-1035425,2024-01-20 16:03:00,Kuda,15019.39,Web,Kano,Android,0
TRX-1035426,2024-01-19 01:54:00,GTBank,11636.29,POS,Abuja,Feature Phone,0
TRX-1035427,2024-01-30 14:46:00,Moniepoint,14751.87,Web,Enugu,Web,0
TRX-1035428,2024-01-28 13:22:00,Kuda,5009.56,USSD,Kano,Feature Phone,0
TRX-1035429,2024-01-11 14:39:00,GTBank,9396.83,POS,Port Harcourt,iPhone,0
TRX-1035430,2024-01-15 11:46:00,Kuda,13439.79,Web,Port Harcourt,iPhone,0
TRX-1035431,2024-01-02 12:29:00,Zenith,13661.83,POS,Port Harcourt,Feature Phone,0
TRX-1035432,2024-01-01 07:49:00,Zenith,8960.05,Web,Port Harcourt,Feature Phone,0
TRX-1035433,2024-01-11 08:43:00,OPay,406063.29,Mobile App,Enugu,Web,0
TRX-1035434,2024-01-14 10:03:00,GTBank,17209.61,Web,Ibadan,Feature Phone,0
TRX-1035435,2024-01-26 17:55:00,Zenith,17603.68,POS,Ibadan,Web,0
TRX-1035436,2024-01-30 10:07:00,OPay,5742.06,Web,Ibadan,Android,0
TRX-1035437,2024-01-24 03:55:00,OPay,7818.59,POS,Enugu,Web,0
TRX-1035438,2024-01-23 10:39:00,Zenith,173474.4,Web,Enugu,Web,1
TRX-1035439,2024-01-21 03:48:00,Kuda,271489.74,POS,Ibadan,Feature Phone,1
TRX-1035440,2024-01-15 06:15:00,Kuda,325950.37,Web,Enugu,Android,0
TRX-1035441,2024-01-09 00:17:00,Kuda,1819.29,POS,Abuja,iPhone,0
TRX-1035442,2024-01-26 03:06:00,Kuda,10183.05,Mobile App,Ibadan,Feature Phone,0
TRX-1035443,2024-01-05 01:37:00,Zenith,7582.53,Mobile App,Lagos,Android,0
TRX-1035444,2024-01-15 21:55:00,Access,4067.24,Mobile App,Lagos,iPhone,0
TRX-1035445,2024-01-23 18:32:00,GTBank,16028.3,USSD,Port Harcourt,Web,0
TRX-1035446,2024-01-10 01:22:00,GTBank,12184.65,USSD,Abuja,Web,0
TRX-1035447,2024-01-28 10:16:00,Moniepoint,1215.97,Mobile App,Kano,Android,0
TRX-1035448,2024-01-04 04:06:00,GTBank,18199.52,USSD,Kano,Android,0
TRX-1035449,2024-01-19 04:01:00,Moniepoint,17822.09,USSD,Lagos,Feature Phone,0
TRX-1035450,2024-01-14 15:09:00,GTBank,16946.83,Web,Lagos,Web,0
TRX-1035451,2024-01-04 08:15:00,Access,4828.53,Web,Lagos,Web,0
TRX-1035452,2024-01-25 20:32:00,Access,5313.26,Mobile App,Enugu,Android,0
TRX-1035453,2024-01-18 18:40:00,OPay,6633.92,Web,Ibadan,iPhone,0
TRX-1035454,2024-01-12 23:02:00,Zenith,2391.77,Mobile App,Kano,Feature Phone,0
TRX-1035455,2024-01-31 12:15:00,Kuda,4341.62,POS,Ibadan,Feature Phone,0
TRX-1035456,2024-01-09 00:41:00,Zenith,18802.27,USSD,Ibadan,Android,0
TRX-1035457,2024-01-12 07:50:00,OPay,14002.06,POS,Port Harcourt,iPhone,0
TRX-1035458,2024-01-27 08:22:00,Moniepoint,12770.1,USSD,Enugu,Web,0
TRX-1035459,2024-01-14 10:02:00,Access,7970.45,USSD,Lagos,Feature Phone,0
TRX-1035460,2024-01-18 01:14:00,Access,2060.92,Mobile App,Abuja,iPhone,0
TRX-1035461,2024-01-12 18:31:00,Moniepoint,11598.03,POS,Abuja,iPhone,0
TRX-1035462,2024-01-26 00:24:00,Moniepoint,16053.18,POS,Port Harcourt,Web,0
TRX-1035463,2024-01-11 02:58:00,Zenith,461976.63,POS,Ibadan,Feature Phone,0
TRX-1035464,2024-01-19 06:34:00,OPay,18832.36,POS,Kano,Android,0
TRX-1035465,2024-01-17 10:17:00,GTBank,11782.65,USSD,Enugu,Feature Phone,0
TRX-1035466,2024-01-15 11:17:00,Zenith,1366.78,Mobile App,Lagos,Web,0
TRX-1035467,2024-01-01 15:30:00,Zenith,10911.45,USSD,Port Harcourt,iPhone,0
TRX-1035468,2024-01-21 23:44:00,OPay,6474.75,Web,Ibadan,Web,0
TRX-1035469,2024-01-09 11:40:00,Kuda,271394.57,Mobile App,Lagos,Web,0
TRX-1035470,2024-01-07 00:38:00,Moniepoint,16207.57,POS,Kano,Web,0
TRX-1035471,2024-01-17 13:03:00,OPay,348149.35,USSD,Kano,Web,0
TRX-1035472,2024-01-28 01:55:00,Kuda,17979.58,Mobile App,Abuja,Web,0
TRX-1035473,2024-01-11 09:21:00,GTBank,8591.39,POS,Port Harcourt,Android,0
TRX-1035474,2024-01-17 18:24:00,GTBank,7183.67,Mobile App,Abuja,Feature Phone,0
TRX-1035475,2024-01-16 04:48:00,Kuda,391756.86,POS,Enugu,Android,0
TRX-1035476,2024-01-14 05:28:00,OPay,10184.81,Mobile App,Enugu,iPhone,0
TRX-1035477,2024-01-18 12:22:00,Moniepoint,5677.31,Mobile App,Port Harcourt,Web,0
TRX-1035478,2024-01-21 11:30:00,OPay,462451.98,USSD,Enugu,Feature Phone,0
TRX-1035479,2024-01-03 11:25:00,Moniepoint,16403.93,Web,Lagos,Feature Phone,0
TRX-1035480,2024-01-16 08:18:00,Zenith,16312.7,Mobile App,Ibadan,Feature Phone,0
TRX-1035481,2024-01-29 18:26:00,Zenith,5200.96,Web,Enugu,Android,0
TRX-1035482,2024-01-03 00:40:00,Access,4669.0,Web,Abuja,Android,0
TRX-1035483,2024-01-02 00:44:00,Moniepoint,2614.11,POS,Ibadan,Feature Phone,0
TRX-1035484,2024-01-09 23:33:00,Moniepoint,1973.14,Mobile App,Lagos,Android,0
TRX-1035485,2024-01-29 00:28:00,Zenith,141632.11,Web,Port Harcourt,iPhone,1
TRX-1035486,2024-01-25 01:11:00,OPay,334357.09,POS,Enugu,Web,0
TRX-1035487,2024-01-19 12:24:00,Zenith,9354.64,Mobile App,Abuja,Feature Phone,0
TRX-1035488,2024-01-12 13:36:00,Access,348636.88,Web,Lagos,iPhone,1
TRX-1035489,2024-01-31 23:08:00,Moniepoint,243803.28,Web,Abuja,Web,1
TRX-1035490,2024-01-11 00:02:00,OPay,13802.91,POS,Port Harcourt,Web,0
TRX-1035491,2024-01-28 23:47:00,Kuda,338894.07,USSD,Port Harcourt,Feature Phone,0
TRX-1035492,2024-01-28 01:13:00,GTBank,18153.2,USSD,Abuja,Android,0
TRX-1035493,2024-01-18 16:37:00,Access,18929.5,POS,Kano,Web,0
TRX-1035494,2024-01-25 16:50:00,Kuda,262311.36,USSD,Lagos,Android,0
TRX-1035495,2024-01-14 23:38:00,Moniepoint,2926.07,Web,Enugu,iPhone,0
TRX-1035496,2024-01-15 04:49:00,Moniepoint,341278.33,Mobile App,Enugu,Web,1
TRX-1035497,2024-01-07 12:02:00,Zenith,10108.3,Mobile App,Enugu,Web,0
TRX-1035498,2024-01-22 08:54:00,Zenith,142225.13,Mobile App,Enugu,iPhone,0
TRX-1035499,2024-01-10 11:10:00,Access,15815.93,POS,Ibadan,Web,0
TRX-1035500,2024-01-02 01:13:00,Kuda,10585.08,POS,Kano,Web,0
TRX-1035501,2024-01-11 11:55:00,Zenith,323414.38,POS,Abuja,Android,0
TRX-1035502,2024-01-20 01:31:00,Moniepoint,11492.64,Mobile App,Kano,iPhone,0
TRX-1035503,2024-01-31 10:54:00,OPay,174679.04,POS,Enugu,Feature Phone,0
TRX-1035504,2024-01-11 10:40:00,Zenith,12435.78,Mobile App,Abuja,Feature Phone,0
TRX-1035505,2024-01-10 10:28:00,GTBank,8674.2,Mobile App,Abuja,Feature Phone,0
TRX-1035506,2024-01-20 04:29:00,Moniepoint,9081.89,Mobile App,Port Harcourt,Android,0
TRX-1035507,2024-01-16 03:49:00,Moniepoint,258994.29,POS,Kano,Android,1
TRX-1035508,2024-01-16 20:28:00,Zenith,8797.37,Mobile App,Kano,Feature Phone,0
TRX-1035509,2024-01-05 16:40:00,Access,17284.88,Web,Kano,Android,0
TRX-1035510,2024-01-07 16:51:00,GTBank,6656.09,USSD,Abuja,iPhone,0
TRX-1035511,2024-01-22 05:02:00,Kuda,14667.94,Web,Abuja,Feature Phone,0
TRX-1035512,2024-01-02 11:40:00,Zenith,16918.62,Web,Kano,Feature Phone,0
TRX-1035513,2024-01-09 01:42:00,Kuda,19454.41,Mobile App,Kano,iPhone,0
TRX-1035514,2024-01-14 01:54:00,Access,15202.6,Web,Kano,iPhone,0
TRX-1035515,2024-01-24 21:32:00,OPay,15028.68,USSD,Enugu,Web,0
TRX-1035516,2024-01-09 15:24:00,GTBank,654.81,Web,Kano,Feature Phone,0
TRX-1035517,2024-01-15 19:04:00,Kuda,10265.93,USSD,Ibadan,Web,0
TRX-1035518,2024-01-28 04:15:00,Zenith,2903.93,USSD,Lagos,Web,0
TRX-1035519,2024-01-21 14:20:00,Zenith,13430.07,POS,Lagos,iPhone,0
TRX-1035520,2024-01-31 07:04:00,Kuda,19079.56,POS,Lagos,Web,0
TRX-1035521,2024-01-17 17:50:00,GTBank,15811.97,USSD,Abuja,Android,0
TRX-1035522,2024-01-25 16:16:00,OPay,9999.15,Web,Enugu,iPhone,0
TRX-1035523,2024-01-28 22:38:00,GTBank,4924.42,Web,Lagos,Android,0
TRX-1035524,2024-01-17 07:36:00,GTBank,1111.17,Web,Abuja,Feature Phone,0
TRX-1035525,2024-01-26 23:13:00,Kuda,487163.55,Mobile App,Lagos,Android,0
TRX-1035526,2024-01-19 00:05:00,GTBank,12490.15,Web,Enugu,Web,0
TRX-1035527,2024-01-09 04:26:00,Kuda,4803.32,Web,Enugu,Android,0
TRX-1035528,2024-01-03 03:56:00,Kuda,9429.16,Mobile App,Lagos,iPhone,0
TRX-1035529,2024-01-22 23:16:00,Moniepoint,5975.55,POS,Ibadan,iPhone,0
TRX-1035530,2024-01-25 19:34:00,GTBank,17697.38,POS,Ibadan,Feature Phone,0
TRX-1035531,2024-01-30 16:31:00,Access,11120.33,POS,Kano,iPhone,0
TRX-1035532,2024-01-29 10:51:00,OPay,147358.95,Mobile App,Kano,iPhone,0
TRX-1035533,2024-01-13 14:58:00,GTBank,14814.47,Mobile App,Enugu,Android,0
TRX-1035534,2024-01-26 16:56:00,Access,2707.57,Web,Enugu,Android,0
TRX-1035535,2024-01-26 22:05:00,Zenith,3944.11,USSD,Ibadan,iPhone,0
TRX-1035536,2024-01-18 16:01:00,OPay,6440.8,Mobile App,Port Harcourt,Android,0
TRX-1035537,2024-01-01 19:11:00,GTBank,14355.39,POS,Abuja,Android,0
TRX-1035538,2024-01-22 02:05:00,Zenith,15017.6,Web,Enugu,Android,0
TRX-1035539,2024-01-02 12:44:00,OPay,403372.69,Web,Enugu,iPhone,0
TRX-1035540,2024-01-12 05:00:00,Kuda,6145.74,USSD,Ibadan,iPhone,0
TRX-1035541,2024-01-17 17:51:00,GTBank,15442.48,POS,Kano,Web,0
TRX-1035542,2024-01-16 10:13:00,Access,14023.22,POS,Kano,Web,0
TRX-1035543,2024-01-18 00:38:00,Moniepoint,8299.27,Mobile App,Ibadan,Feature Phone,0
TRX-1035544,2024-01-19 22:46:00,OPay,8308.81,POS,Ibadan,iPhone,0
TRX-1035545,2024-01-15 07:53:00,GTBank,101841.22,Mobile App,Kano,Web,0
TRX-1035546,2024-01-23 03:37:00,Access,19006.26,POS,Ibadan,Web,0
TRX-1035547,2024-01-14 04:58:00,OPay,19692.26,Mobile App,Ibadan,Android,0
TRX-1035548,2024-01-26 15:48:00,OPay,15428.2,Web,Kano,Web,0
TRX-1035549,2024-01-24 20:00:00,Access,88872.95,USSD,Abuja,Android,0
TRX-1035550,2024-01-15 08:01:00,Moniepoint,197318.02,POS,Enugu,Web,0
TRX-1035551,2024-01-09 11:10:00,Moniepoint,2056.48,USSD,Port Harcourt,Feature Phone,0
TRX-1035552,2024-01-18 06:15:00,OPay,1518.02,USSD,Abuja,Web,0
TRX-1035553,2024-01-24 11:10:00,OPay,15693.73,Web,Lagos,iPhone,0
TRX-1035554,2024-01-19 11:34:00,Zenith,14105.51,Web,Enugu,Web,0
TRX-1035555,2024-01-19 07:57:00,OPay,4554.49,Mobile App,Ibadan,iPhone,0
TRX-1035556,2024-01-20 17:23:00,Kuda,14130.85,Mobile App,Kano,Android,0
TRX-1035557,2024-01-09 04:16:00,Kuda,109592.81,Web,Enugu,iPhone,1
TRX-1035558,2024-01-19 11:33:00,Access,227071.88,Mobile App,Abuja,Web,0
TRX-1035559,2024-01-15 23:04:00,Moniepoint,17386.95,POS,Kano,iPhone,0
TRX-1035560,2024-01-01 00:37:00,GTBank,192572.02,Mobile App,Kano,Android,0
TRX-1035561,2024-01-10 15:40:00,Kuda,7252.82,Web,Abuja,Android,0
TRX-1035562,2024-01-16 00:08:00,Zenith,56008.14,Web,Port Harcourt,Web,0
TRX-1035563,2024-01-27 09:20:00,Zenith,14439.33,Web,Port Harcourt,Android,0
TRX-1035564,2024-01-17 17:53:00,Moniepoint,9096.09,USSD,Ibadan,iPhone,0
TRX-1035565,2024-01-08 14:49:00,GTBank,3818.33,POS,Kano,Feature Phone,0
TRX-1035566,2024-01-22 07:05:00,Kuda,17947.17,Web,Port Harcourt,Android,0
TRX-1035567,2024-01-06 03:30:00,Moniepoint,18007.67,POS,Kano,iPhone,0
TRX-1035568,2024-01-31 12:03:00,Access,19512.53,USSD,Kano,iPhone,0
TRX-1035569,2024-01-14 07:21:00,Zenith,19799.3,POS,Ibadan,iPhone,0
TRX-1035570,2024-01-30 00:27:00,Zenith,18443.37,POS,Ibadan,Feature Phone,0
TRX-1035571,2024-01-13 19:57:00,Access,235373.11,Web,Ibadan,iPhone,0
TRX-1035572,2024-01-02 13:35:00,GTBank,948.5,USSD,Kano,Web,0
TRX-1035573,2024-01-06 17:03:00,OPay,395648.85,USSD,Ibadan,Web,0
TRX-1035574,2024-01-18 22:09:00,GTBank,19522.02,Web,Ibadan,Web,0
TRX-1035575,2024-01-16 14:57:00,OPay,6345.26,Web,Abuja,Web,0
TRX-1035576,2024-01-08 08:08:00,Kuda,7286.64,POS,Port Harcourt,iPhone,0
TRX-1035577,2024-01-13 00:49:00,GTBank,19621.58,Mobile App,Ibadan,Feature Phone,0
TRX-1035578,2024-01-13 23:41:00,Moniepoint,408296.1,Web,Lagos,Web,0
TRX-1035579,2024-01-27 12:56:00,Kuda,9578.95,USSD,Port Harcourt,Android,0
TRX-1035580,2024-01-02 00:38:00,GTBank,17649.56,Web,Enugu,Web,0
TRX-1035581,2024-01-23 16:37:00,Moniepoint,5321.92,USSD,Ibadan,Web,0
TRX-1035582,2024-01-22 12:21:00,Kuda,1193.87,Web,Port Harcourt,Web,0
TRX-1035583,2024-01-17 15:15:00,Kuda,15184.87,USSD,Lagos,Android,0
TRX-1035584,2024-01-05 02:22:00,Moniepoint,12952.18,Mobile App,Ibadan,iPhone,0
TRX-1035585,2024-01-16 19:57:00,GTBank,1348.47,Mobile App,Enugu,iPhone,0
TRX-1035586,2024-01-29 00:09:00,Moniepoint,104113.29,Web,Abuja,Feature Phone,0
TRX-1035587,2024-01-06 16:28:00,OPay,8004.24,Web,Port Harcourt,Android,0
TRX-1035588,2024-01-22 08:45:00,GTBank,7176.31,Web,Port Harcourt,Web,0
TRX-1035589,2024-01-11 07:22:00,Access,16396.4,Mobile App,Lagos,iPhone,0
TRX-1035590,2024-01-30 20:56:00,Kuda,4878.69,POS,Kano,Feature Phone,0
TRX-1035591,2024-01-16 13:36:00,Zenith,16048.44,POS,Enugu,Feature Phone,0
TRX-1035592,2024-01-18 10:26:00,Access,11464.97,POS,Port Harcourt,Web,0
TRX-1035593,2024-01-16 18:16:00,Moniepoint,1296.11,Web,Abuja,Android,0
TRX-1035594,2024-01-23 02:39:00,GTBank,5680.97,Mobile App,Abuja,iPhone,0
TRX-1035595,2024-01-17 13:53:00,OPay,4045.85,USSD,Abuja,Web,0
TRX-1035596,2024-01-24 18:48:00,OPay,14608.16,USSD,Enugu,Web,0
TRX-1035597,2024-01-11 16:00:00,Access,305363.42,POS,Ibadan,Web,0
TRX-1035598,2024-01-03 23:19:00,GTBank,16319.85,Mobile App,Enugu,Web,0
TRX-1035599,2024-01-02 10:59:00,Zenith,13788.66,Mobile App,Enugu,Web,0
TRX-1035600,2024-01-24 08:59:00,Moniepoint,14839.67,Web,Port Harcourt,Android,0
TRX-1035601,2024-01-29 17:43:00,Moniepoint,11386.64,POS,Port Harcourt,Android,0
TRX-1035602,2024-01-05 16:04:00,Moniepoint,4537.08,POS,Enugu,Feature Phone,0
TRX-1035603,2024-01-07 13:09:00,GTBank,8586.58,Mobile App,Port Harcourt,Android,0
TRX-1035604,2024-01-09 13:08:00,Access,12529.55,POS,Enugu,Feature Phone,0
TRX-1035605,2024-01-24 17:55:00,GTBank,16859.9,Mobile App,Port Harcourt,iPhone,0
TRX-1035606,2024-01-02 06:04:00,Zenith,10187.19,Mobile App,Kano,Feature Phone,0
TRX-1035607,2024-01-12 14:13:00,Zenith,432540.0,POS,Kano,iPhone,0
TRX-1035608,2024-01-24 14:37:00,Moniepoint,259455.34,USSD,Port Harcourt,Android,0
TRX-1035609,2024-01-19 09:49:00,Zenith,281387.3,USSD,Ibadan,Web,0
TRX-1035610,2024-01-20 03:18:00,Moniepoint,7098.71,Mobile App,Port Harcourt,iPhone,0
TRX-1035611,2024-01-19 04:28:00,Kuda,15171.65,POS,Kano,Android,0
TRX-1035612,2024-01-20 00:04:00,Kuda,13636.93,Mobile App,Port Harcourt,iPhone,0
TRX-1035613,2024-01-05 00:36:00,Access,15770.29,USSD,Kano,iPhone,0
TRX-1035614,2024-01-29 20:19:00,Access,10096.88,Web,Abuja,iPhone,0
TRX-1035615,2024-01-03 11:41:00,OPay,377553.8,USSD,Enugu,iPhone,0
TRX-1035616,2024-01-28 23:32:00,Access,14040.08,POS,Abuja,Web,0
TRX-1035617,2024-01-04 12:43:00,OPay,11658.16,Mobile App,Ibadan,Android,0
TRX-1035618,2024-01-08 11:37:00,GTBank,3020.19,POS,Lagos,Android,0
TRX-1035619,2024-01-08 18:13:00,Zenith,70674.29,USSD,Port Harcourt,Feature Phone,0
TRX-1035620,2024-01-11 04:04:00,OPay,278098.65,Mobile App,Abuja,Web,1
TRX-1035621,2024-01-17 20:28:00,OPay,16778.03,USSD,Enugu,Feature Phone,0
TRX-1035622,2024-01-19 20:09:00,OPay,10287.15,USSD,Ibadan,Feature Phone,0
TRX-1035623,2024-01-14 07:52:00,OPay,5072.7,USSD,Abuja,Feature Phone,0
TRX-1035624,2024-01-22 08:23:00,GTBank,426140.8,POS,Port Harcourt,iPhone,0
TRX-1035625,2024-01-28 11:02:00,Kuda,9268.14,USSD,Port Harcourt,iPhone,0
TRX-1035626,2024-01-15 11:49:00,Access,17363.35,Mobile App,Abuja,Feature Phone,0
TRX-1035627,2024-01-14 03:08:00,GTBank,7791.13,USSD,Abuja,Web,0
TRX-1035628,2024-01-26 21:51:00,Kuda,5858.35,USSD,Lagos,Android,0
TRX-1035629,2024-01-02 05:16:00,Access,2826.08,Mobile App,Port Harcourt,Feature Phone,0
TRX-1035630,2024-01-24 03:13:00,Access,217141.09,Web,Lagos,Feature Phone,1
TRX-1035631,2024-01-29 13:16:00,Moniepoint,3463.36,USSD,Port Harcourt,Feature Phone,0
TRX-1035632,2024-01-07 21:14:00,Moniepoint,348907.34,POS,Lagos,Android,0
TRX-1035633,2024-01-08 19:14:00,GTBank,7287.62,POS,Kano,iPhone,0
TRX-1035634,2024-01-10 16:27:00,GTBank,7259.34,Mobile App,Kano,Web,0
TRX-1035635,2024-01-11 04:22:00,GTBank,6564.76,USSD,Kano,Feature Phone,0
